FID,Start Time,End Time,Object,MAX_Speed,AVG_Speed,Distance,Shift,X,Y
265,08/04/2022,08/04/2022,1691,76,46,2.740,Morning,32.930590,13.082275
266,08/04/2022,08/04/2022,1691,75,30,1.470,Morning,32.912113,13.106892
267,08/04/2022,08/04/2022,1691,73,35,1.010,Morning,32.927355,13.093487
268,08/04/2022,08/04/2022,1691,76,35,1.020,Afternoon,32.950920,13.104863
269,08/04/2022,08/04/2022,1691,76,35,1.010,Afternoon,32.959242,13.120163
270,09/04/2022,09/04/2022,1691,71,29,0.940,Morning,32.939437,13.085562
271,09/04/2022,09/04/2022,1691,76,36,1.010,Morning,32.952740,13.106522
272,09/04/2022,09/04/2022,1691,72,33,1.010,Afternoon,32.955443,13.109165
273,09/04/2022,09/04/2022,1691,71,36,1.010,Afternoon,32.951108,13.104940
274,09/04/2022,09/04/2022,1691,76,34,1.000,Afternoon,32.968922,13.135782
275,10/04/2022,10/04/2022,1691,73,32,1.010,Night,33.034910,13.156775
276,10/04/2022,10/04/2022,1691,76,61,6.970,Night,32.980402,13.141280
277,10/04/2022,10/04/2022,1691,72,25,0.830,Morning,32.936633,13.082775
278,10/04/2022,10/04/2022,1691,77,57,4.040,Morning,32.940553,13.099090
279,10/04/2022,10/04/2022,1691,75,35,1.020,Morning,32.968052,13.133483
280,10/04/2022,10/04/2022,1691,71,31,1.020,Morning,32.989083,13.143600
281,10/04/2022,10/04/2022,1691,72,31,1.000,Morning,33.051885,13.175155
282,10/04/2022,10/04/2022,1691,76,47,2.020,Morning,32.956672,13.110455
283,10/04/2022,10/04/2022,1691,76,45,1.960,Afternoon,32.942593,13.100358
284,10/04/2022,10/04/2022,1691,75,34,1.020,Afternoon,32.959267,13.120097
285,10/04/2022,10/04/2022,1691,76,35,1.020,Afternoon,32.968928,13.135727
286,11/04/2022,11/04/2022,1691,74,41,1.870,Night,32.929143,13.085592
287,11/04/2022,11/04/2022,1691,74,32,1.010,Night,32.951752,13.170803
288,11/04/2022,11/04/2022,1691,74,33,1.020,Night,32.890842,13.099015
289,11/04/2022,11/04/2022,1691,77,61,7.050,Morning,32.927450,13.092440
290,11/04/2022,11/04/2022,1691,76,34,1.020,Morning,32.951708,13.151997
291,11/04/2022,11/04/2022,1691,77,53,4.760,Morning,32.962352,13.185910
292,11/04/2022,11/04/2022,1691,73,32,1.020,Morning,32.907798,13.162758
293,11/04/2022,11/04/2022,1691,77,56,3.040,Morning,32.891088,13.098460
294,11/04/2022,11/04/2022,1691,77,59,5.870,Afternoon,32.945818,13.100570
295,11/04/2022,11/04/2022,1691,74,32,1.010,Afternoon,32.953843,13.107562
296,11/04/2022,11/04/2022,1691,76,38,1.000,Afternoon,33.044047,13.137235
297,12/04/2022,12/04/2022,1691,71,29,0.980,Night,32.941277,13.095532
298,12/04/2022,12/04/2022,1691,77,55,3.040,Night,32.955078,13.108830
299,12/04/2022,12/04/2022,1691,73,50,3.030,Night,33.021235,13.149077
300,12/04/2022,12/04/2022,1691,74,37,1.030,Night,33.054217,13.163450
301,12/04/2022,12/04/2022,1691,71,33,1.010,Afternoon,32.948568,13.102442
302,12/04/2022,12/04/2022,1691,77,56,4.040,Afternoon,32.958945,13.117195
303,13/04/2022,13/04/2022,1691,72,33,1.010,Night,32.952958,13.106707
304,13/04/2022,13/04/2022,1691,77,44,1.970,Night,32.940387,13.097700
305,13/04/2022,13/04/2022,1691,76,26,0.830,Night,32.959717,13.121313
306,13/04/2022,13/04/2022,1691,76,34,1.010,Night,32.969268,13.136667
307,13/04/2022,13/04/2022,1691,76,29,0.920,Night,32.985555,13.141917
308,13/04/2022,13/04/2022,1691,72,31,1.020,Night,33.015620,13.160017
309,14/04/2022,14/04/2022,1691,77,47,2.030,Morning,32.927447,13.092382
310,14/04/2022,14/04/2022,1691,75,44,2.020,Morning,32.934330,13.112772
311,14/04/2022,14/04/2022,1691,73,51,3.030,Morning,32.945092,13.135597
312,14/04/2022,14/04/2022,1691,76,44,2.030,Morning,32.975820,13.205147
313,14/04/2022,14/04/2022,1691,76,34,1.020,Afternoon,32.968880,13.135623
314,14/04/2022,14/04/2022,1691,76,44,2.010,Afternoon,32.927745,13.089187
315,14/04/2022,14/04/2022,1691,74,35,1.010,Night,32.977547,13.205927
316,14/04/2022,14/04/2022,1691,71,35,1.030,Night,32.908795,13.087128
317,15/04/2022,15/04/2022,1691,76,36,1.010,Morning,32.950632,13.104505
318,15/04/2022,15/04/2022,1691,71,32,1.020,Morning,33.048693,13.141022
319,15/04/2022,15/04/2022,1691,76,59,4.040,Afternoon,33.076810,13.191608
320,15/04/2022,15/04/2022,1691,73,33,1.000,Afternoon,32.993128,13.146390
321,17/04/2022,17/04/2022,1691,76,48,2.970,Night,32.940932,13.099628
322,18/04/2022,18/04/2022,1691,78,29,0.970,Night,32.936367,13.082723
323,18/04/2022,18/04/2022,1691,72,30,0.960,Morning,32.942965,13.069768
324,18/04/2022,18/04/2022,1691,76,24,0.790,Morning,32.940062,13.085130
325,19/04/2022,19/04/2022,1691,77,61,6.050,Night,32.948287,13.102132
326,19/04/2022,19/04/2022,1691,76,48,2.020,Night,32.989670,13.143810
327,19/04/2022,19/04/2022,1691,74,32,1.010,Night,33.013372,13.157943
328,19/04/2022,19/04/2022,1691,71,33,1.020,Night,33.027043,13.169915
329,19/04/2022,19/04/2022,1691,71,34,1.010,Night,33.043267,13.170125
330,19/04/2022,19/04/2022,1691,72,33,1.010,Night,33.067123,13.184468
331,19/04/2022,19/04/2022,1691,73,32,1.000,Night,33.047082,13.172385
332,19/04/2022,19/04/2022,1691,74,33,1.010,Night,32.968633,13.135183
333,19/04/2022,19/04/2022,1691,76,54,3.030,Night,32.959085,13.119647
