Field ID,Object,Idling Location,Idling Date,Idling_End,Idle Duration (in minutes),Idle Duration (in hours),Driving Shift,X,Y,,,,
45,1696,--,05/04/2022,05/04/2022 09:01,01:07:00,1.11666666700,Morning Shift,32.967183,13.136948,,,,
46,1696,--,05/04/2022,05/04/2022 09:58,00:24:00,0.40000000000,Morning Shift,32.967467,13.137292,,,,
47,1696,--,05/04/2022,05/04/2022 10:48,00:18:00,0.30000000000,Morning Shift,32.961028,13.141617,,,,
48,1696,"2.53 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 12:18,00:33:00,0.55000000000,Morning Shift,32.929432,13.072362,,,,
49,1696,"2.39 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 12:52,00:17:00,0.28333333300,Morning Shift,32.929070,13.071073,,,,
50,1696,"2.43 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 14:12,00:25:00,0.41666666700,Morning Shift,32.928707,13.071375,,,,
51,1696,"2.36 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 14:44,00:31:00,0.51666666700,Afternoon Shift,32.929250,13.070827,,,,
52,1696,"2.4 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 15:41,00:48:00,0.80000000000,Afternoon Shift,32.929378,13.071167,,,,
53,1696,"7.62 km from Kileikiz, Sudan (NE)",05/04/2022,05/04/2022 16:06,00:23:00,0.38333333300,Afternoon Shift,33.120835,13.101660,,,,
54,1696,"5.75 km from Kileikiz, Sudan (NE)",05/04/2022,05/04/2022 17:02,00:23:00,0.38333333300,Afternoon Shift,33.150612,13.072953,,,,
55,1691,"2.48 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 01:15,00:39:00,0.65000000000,Night Shift,32.928785,13.071838,,,,
56,1691,"7.59 km from Kileikiz, Sudan (NE)",05/04/2022,05/04/2022 04:33,01:30:00,1.50000000000,Night Shift,33.120953,13.101347,,,,
57,1691,"7.58 km from Kileikiz, Sudan (NE)",05/04/2022,05/04/2022 04:57,00:23:00,0.38333333300,Night Shift,33.120980,13.101297,,,,
58,1691,"2.34 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 07:15,01:01:00,1.01666666700,Morning Shift,32.929650,13.070690,,,,
59,1691,"2.35 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 10:40,00:23:00,0.38333333300,Morning Shift,32.929717,13.070822,,,,
60,1691,"2.38 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 12:26,00:56:00,0.93333333300,Morning Shift,32.929705,13.071092,,,,
61,1691,"2.36 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 16:02,01:24:00,1.40000000000,Afternoon Shift,32.928285,13.070645,,,,
62,1691,"2.35 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 16:26,00:22:00,0.36666666700,Afternoon Shift,32.929318,13.070785,,,,
63,1691,"8.8 km from Jabal Umm Jidyan, Sudan (SW)",05/04/2022,05/04/2022 17:18,00:16:00,0.26666666700,Afternoon Shift,33.061240,13.180497,,,,
64,1691,"8.79 km from Jabal Umm Jidyan, Sudan (SW)",05/04/2022,05/04/2022 17:50,00:32:00,0.53333333300,Afternoon Shift,33.061405,13.180598,,,,
65,1691,"2.33 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 21:21,00:35:00,0.58333333300,Afternoon Shift,32.929273,13.070538,,,,
66,1691,"2.36 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 23:04,00:19:00,0.31666666700,Night Shift,32.929272,13.070868,,,,
67,1683,"2.38 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 00:56,00:56:00,0.93333333300,Night Shift,32.928410,13.070822,,,,
68,1683,"2.35 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 07:17,00:45:00,0.75000000000,Morning Shift,32.929642,13.070845,,,,
69,1683,"2.88 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 07:37,00:16:00,0.26666666700,Morning Shift,32.929955,13.075687,,,,
70,1683,"2.38 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 16:20,00:27:00,0.45000000000,Afternoon Shift,32.928257,13.070850,,,,
71,1683,"2.58 km from Sufayyah, Sudan (NE)",05/04/2022,05/04/2022 17:08,00:16:00,0.26666666700,Afternoon Shift,32.933928,13.073170,,,,
72,1683,"5.81 km from Sufayyah, Sudan (NE)",05/04/2022,05/04/2022 23:22,00:26:00,0.43333333300,Night Shift,32.943827,13.101158,,,,
73,1683,--,05/04/2022,--,00:23:00,0.38333333300,Night Shift,32.966902,13.136232,,,,
74,1683,"2.57 km from Sufayyah, Sudan (NE)",06/04/2022,06/04/2022 05:01,00:18:00,0.30000000000,Night Shift,32.933715,13.073045,,,,
75,1683,"2.36 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 06:30,00:54:00,0.90000000000,Night Shift,32.929287,13.070843,,,,
76,1683,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 06:57,00:26:00,0.43333333300,Morning Shift,32.929193,13.070863,,,,
77,1683,--,06/04/2022,06/04/2022 09:16,01:34:00,1.56666666700,Morning Shift,32.966885,13.136102,,,,
78,1683,--,06/04/2022,06/04/2022 09:48,00:31:00,0.51666666700,Morning Shift,32.966910,13.136113,,,,
79,1683,"2.42 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 13:05,00:21:00,0.35000000000,Morning Shift,32.929170,13.071350,,,,
80,1683,"3.44 km from Jabal Buyut, Sudan (SE)",06/04/2022,06/04/2022 16:18,00:23:00,0.38333333300,Afternoon Shift,32.943473,13.237413,,,,
81,1683,"7.56 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 20:18,00:35:00,0.58333333300,Afternoon Shift,32.915822,13.115727,,,,
82,1683,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 23:09,00:58:00,0.96666666700,Night Shift,32.928275,13.070675,,,,
83,1683,"2.36 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 23:35,00:18:00,0.30000000000,Night Shift,32.929340,13.070838,,,,
84,1691,"2.4 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 04:35,00:22:00,0.36666666700,Night Shift,32.928233,13.071008,,,,
85,1691,"2.44 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 05:06,00:16:00,0.26666666700,Night Shift,32.929947,13.071655,,,,
86,1691,"2.83 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 13:11,00:53:00,0.88333333300,Morning Shift,32.929695,13.075178,,,,
87,1691,"2.33 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 15:11,00:25:00,0.41666666700,Afternoon Shift,32.929327,13.070588,,,,
88,1691,"2.33 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 15:39,00:27:00,0.45000000000,Afternoon Shift,32.929417,13.070613,,,,
89,1691,"2.8 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 16:02,00:17:00,0.28333333300,Afternoon Shift,32.929730,13.074918,,,,
90,1691,"2.43 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 17:04,00:18:00,0.30000000000,Afternoon Shift,32.929775,13.071562,,,,
91,1691,"4.58 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 18:18,00:23:00,0.38333333300,Afternoon Shift,33.138868,13.068347,,,,
92,1691,"7.05 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 18:43,00:19:00,0.31666666700,Afternoon Shift,33.159922,13.080578,,,,
93,1691,"2.32 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 21:05,00:21:00,0.35000000000,Afternoon Shift,32.929235,13.070447,,,,
94,1691,"2.35 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 22:04,00:24:00,0.40000000000,Afternoon Shift,32.929303,13.070787,,,,
95,1691,"7.81 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 23:27,00:22:00,0.36666666700,Night Shift,33.120157,13.103423,,,,
96,1696,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 01:16,00:19:00,0.31666666700,Night Shift,32.929412,13.070907,,,,
97,1696,--,06/04/2022,06/04/2022 02:31,00:33:00,0.55000000000,Night Shift,33.010143,13.138508,,,,
98,1696,--,06/04/2022,06/04/2022 03:41,01:08:00,1.13333333300,Night Shift,33.010017,13.138385,,,,
99,1696,"2.7 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 08:41,00:41:00,0.68333333300,Morning Shift,32.932998,13.074282,,,,
100,1696,"2.81 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 12:37,00:17:00,0.28333333300,Morning Shift,32.929767,13.075012,,,,
101,1696,"2.57 km from Sufayyah, Sudan (NE)",06/04/2022,06/04/2022 14:19,00:26:00,0.43333333300,Morning Shift,32.933793,13.073113,,,,
102,1696,"7.82 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 16:22,00:21:00,0.35000000000,Afternoon Shift,33.120045,13.103465,,,,
103,1696,"7.82 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 16:59,00:35:00,0.58333333300,Afternoon Shift,33.120083,13.103487,,,,
104,1696,"7.94 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 18:37,00:45:00,0.75000000000,Afternoon Shift,33.119653,13.104622,,,,
105,1687,--,06/04/2022,06/04/2022 00:39,00:31:00,0.51666666700,Night Shift,32.967107,13.136572,,,,
106,1687,--,06/04/2022,06/04/2022 01:01,00:21:00,0.35000000000,Night Shift,32.967143,13.136565,,,,
107,1687,"2.35 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 04:35,00:29:00,0.48333333300,Night Shift,32.929147,13.070743,,,,
108,1687,"2.39 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 05:00,00:21:00,0.35000000000,Night Shift,32.930247,13.071288,,,,
109,1687,"7.07 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 06:32,00:19:00,0.31666666700,Morning Shift,33.076003,13.190992,,,,
110,1687,"7.01 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 12:06,00:38:00,0.63333333300,Morning Shift,33.076415,13.191373,,,,
111,1687,"6.99 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 16:32,00:31:00,0.51666666700,Afternoon Shift,33.159465,13.080233,,,,
112,1687,"7.09 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 18:20,00:39:00,0.65000000000,Afternoon Shift,33.160200,13.080818,,,,
113,1687,--,06/04/2022,06/04/2022 20:58,00:22:00,0.36666666700,Afternoon Shift,32.967978,13.139218,,,,
114,1687,"2.4 km from Sufayyah, Sudan (NW)",06/04/2022,--,00:26:00,0.43333333300,Night Shift,32.928285,13.071043,,,,
115,1694,"7.46 km from Kileikiz, Sudan (NW)",06/04/2022,06/04/2022 02:22,00:32:00,0.53333333300,Night Shift,33.107200,13.099702,,,,
116,1694,"2.46 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 04:11,00:19:00,0.31666666700,Night Shift,32.928448,13.071538,,,,
117,1694,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 04:40,00:27:00,0.45000000000,Night Shift,32.928280,13.070718,,,,
118,1694,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 05:16,00:35:00,0.58333333300,Night Shift,32.929208,13.070875,,,,
119,1694,--,06/04/2022,06/04/2022 06:53,01:01:00,1.01666666700,Night Shift,33.023232,13.148873,,,,
120,1694,"2.36 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 09:25,00:29:00,0.48333333300,Morning Shift,32.929250,13.070820,,,,
121,1694,"2.38 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 14:42,00:30:00,0.50000000000,Afternoon Shift,32.928258,13.070820,,,,
122,1694,--,06/04/2022,06/04/2022 20:06,00:59:00,0.98333333300,Afternoon Shift,32.967893,13.138548,,,,
123,1694,--,06/04/2022,06/04/2022 20:43,00:21:00,0.35000000000,Afternoon Shift,32.967678,13.139015,,,,
124,1694,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 23:21,01:01:00,1.01666666700,Night Shift,32.928288,13.070723,,,,
125,1694,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,--,00:36:00,0.60000000000,Night Shift,32.929285,13.070893,,,,
126,1692,"2.36 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 02:17,00:34:00,0.56666666700,Night Shift,32.929342,13.070862,,,,
127,1692,"7.03 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 04:22,01:05:00,1.08333333300,Night Shift,33.076268,13.191218,,,,
128,1692,"7.04 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 05:03,00:39:00,0.65000000000,Night Shift,33.076273,13.191120,,,,
129,1692,"6.94 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 05:25,00:16:00,0.26666666700,Night Shift,33.077085,13.191823,,,,
130,1692,"6.94 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 06:11,00:46:00,0.76666666700,Night Shift,33.077080,13.191837,,,,
131,1692,"6.9 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 06:36,00:22:00,0.36666666700,Morning Shift,33.077392,13.192068,,,,
132,1692,"2.37 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 09:45,00:49:00,0.81666666700,Morning Shift,32.929187,13.070878,,,,
133,1692,"2.75 km from Sufayyah, Sudan (NE)",06/04/2022,06/04/2022 10:41,00:20:00,0.33333333300,Morning Shift,32.933427,13.074662,,,,
134,1692,"6.93 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 11:28,00:22:00,0.36666666700,Morning Shift,33.077127,13.191842,,,,
135,1692,"2.38 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 15:13,00:23:00,0.38333333300,Afternoon Shift,32.928212,13.070828,,,,
136,1692,"2.36 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 15:37,00:18:00,0.30000000000,Afternoon Shift,32.929287,13.070818,,,,
137,1692,--,06/04/2022,06/04/2022 16:40,00:31:00,0.51666666700,Afternoon Shift,32.967925,13.138675,,,,
138,1692,--,06/04/2022,06/04/2022 18:47,00:56:00,0.93333333300,Afternoon Shift,32.967632,13.139072,,,,
139,1692,"2.32 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 21:12,00:27:00,0.45000000000,Afternoon Shift,32.928760,13.070315,,,,
140,1692,"6.97 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 23:00,00:49:00,0.81666666700,Night Shift,33.076833,13.191598,,,,
141,1690,"8.87 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 01:32,00:51:00,0.85000000000,Night Shift,33.060672,13.180142,,,,
142,1690,"6.85 km from Jabal Umm Jidyan, Sudan (SW)",06/04/2022,06/04/2022 03:07,00:18:00,0.30000000000,Night Shift,33.077872,13.192363,,,,
143,1690,"6.81 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 07:09,00:29:00,0.48333333300,Morning Shift,33.158245,13.079193,,,,
144,1690,"6.87 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 07:40,00:22:00,0.36666666700,Morning Shift,33.158697,13.079555,,,,
145,1690,"2.42 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 11:46,00:16:00,0.26666666700,Morning Shift,32.929767,13.071425,,,,
146,1690,"2.43 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 13:20,01:01:00,1.01666666700,Morning Shift,32.929792,13.071525,,,,
147,1690,"2.42 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 13:39,00:18:00,0.30000000000,Morning Shift,32.929785,13.071503,,,,
148,1690,"2.46 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 15:19,00:31:00,0.51666666700,Afternoon Shift,32.929807,13.071862,,,,
149,1690,"7.77 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 17:55,00:35:00,0.58333333300,Afternoon Shift,33.120330,13.103040,,,,
150,1690,"7.91 km from Kileikiz, Sudan (NE)",06/04/2022,06/04/2022 19:53,00:38:00,0.63333333300,Afternoon Shift,33.119525,13.104300,,,,
151,1690,"2.87 km from Sufayyah, Sudan (NW)",06/04/2022,06/04/2022 22:12,00:18:00,0.30000000000,Afternoon Shift,32.930152,13.075610,,,,
152,1690,"2.36 km from Sufayyah, Sudan (NW)",06/04/2022,--,01:08:00,1.13333333300,Night Shift,32.928340,13.070590,,,,
153,1692,"2.37 km from Sufayyah, Sudan (NW)",08/04/2022,08/04/2022 00:56,00:50:00,0.83333333300,Night Shift,32.928172,13.070658,,,,
154,1692,"6.57 km from Kileikiz, Sudan (NE)",08/04/2022,08/04/2022 03:19,00:21:00,0.35000000000,Night Shift,33.156612,13.077658,,,,
155,1692,"2.58 km from Sufayyah, Sudan (NE)",08/04/2022,08/04/2022 14:30,00:20:00,0.33333333300,Afternoon Shift,32.933873,13.073155,,,,
156,1692,"7.3 km from Jabal Umm Jidyan, Sudan (SW)",08/04/2022,08/04/2022 15:42,00:22:00,0.36666666700,Afternoon Shift,33.073962,13.189562,,,,
157,1692,"7.27 km from Jabal Umm Jidyan, Sudan (SW)",08/04/2022,08/04/2022 17:50,02:06:00,2.10000000000,Afternoon Shift,33.074245,13.189687,,,,
158,1692,"7.23 km from Jabal Umm Jidyan, Sudan (SW)",08/04/2022,08/04/2022 19:15,00:45:00,0.75000000000,Afternoon Shift,33.074623,13.189985,,,,
159,1692,"2.38 km from Sufayyah, Sudan (NW)",08/04/2022,08/04/2022 22:53,00:33:00,0.55000000000,Night Shift,32.928330,13.070867,,,,
160,1692,"2.38 km from Sufayyah, Sudan (NW)",08/04/2022,08/04/2022 23:17,00:23:00,0.38333333300,Night Shift,32.928218,13.070797,,,,
161,1692,"2.36 km from Sufayyah, Sudan (NW)",08/04/2022,08/04/2022 23:57,00:39:00,0.65000000000,Night Shift,32.929272,13.070833,,,,
162,1690,--,08/04/2022,08/04/2022 00:32,00:16:00,0.26666666700,Night Shift,33.020000,13.148063,,,,
163,1690,--,08/04/2022,08/04/2022 00:50,00:17:00,0.28333333300,Night Shift,33.020140,13.148213,,,,
164,1690,--,08/04/2022,08/04/2022 03:12,00:20:00,0.33333333300,Night Shift,33.020182,13.148290,,,,
165,1690,"2.37 km from Sufayyah, Sudan (NW)",08/04/2022,08/04/2022 06:01,01:30:00,1.50000000000,Night Shift,32.929258,13.070897,,,,
166,1690,--,08/04/2022,08/04/2022 12:01,01:22:00,1.36666666700,Morning Shift,33.019733,13.147827,,,,
167,1690,--,08/04/2022,08/04/2022 15:02,00:58:00,0.96666666700,Afternoon Shift,32.978120,13.166838,,,,
168,1690,--,08/04/2022,08/04/2022 15:45,00:42:00,0.70000000000,Afternoon Shift,32.978375,13.167443,,,,
169,1690,--,08/04/2022,08/04/2022 17:13,00:19:00,0.31666666700,Afternoon Shift,32.978010,13.167747,,,,
170,1690,"2.42 km from Sufayyah, Sudan (NW)",08/04/2022,08/04/2022 18:35,00:38:00,0.63333333300,Afternoon Shift,32.929165,13.071317,,,,
171,1690,--,08/04/2022,08/04/2022 20:10,00:17:00,0.28333333300,Afternoon Shift,33.079360,13.137652,,,,
172,1690,--,08/04/2022,08/04/2022 22:26,00:54:00,0.90000000000,Afternoon Shift,33.076400,13.137285,,,,
173,1687,"7.08 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 02:06,00:38:00,0.63333333300,Night Shift,33.075880,13.190868,,,,
174,1687,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 06:22,00:45:00,0.75000000000,Night Shift,32.929267,13.070848,,,,
175,1687,"6.99 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 07:35,00:17:00,0.28333333300,Morning Shift,33.076762,13.191390,,,,
176,1687,--,07/04/2022,07/04/2022 11:30,00:27:00,0.45000000000,Morning Shift,32.977768,13.165408,,,,
177,1687,"7.32 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 15:27,00:27:00,0.45000000000,Afternoon Shift,33.073767,13.189390,,,,
178,1687,--,07/04/2022,07/04/2022 19:35,00:31:00,0.51666666700,Afternoon Shift,32.977572,13.164548,,,,
179,1687,--,07/04/2022,07/04/2022 20:28,00:21:00,0.35000000000,Afternoon Shift,32.979123,13.170187,,,,
180,1687,"2.41 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 23:35,01:13:00,1.21666666700,Night Shift,32.928335,13.071082,,,,
181,1687,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,--,00:18:00,0.30000000000,Night Shift,32.929297,13.070820,,,,
182,1683,"7.1 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 01:14,00:20:00,0.33333333300,Night Shift,33.075707,13.190757,,,,
183,1683,"7.04 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 02:13,00:47:00,0.78333333300,Night Shift,33.076263,13.191170,,,,
184,1683,--,07/04/2022,07/04/2022 05:07,00:25:00,0.41666666700,Night Shift,33.023018,13.165788,,,,
185,1683,"2.35 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 06:18,00:18:00,0.30000000000,Morning Shift,32.929552,13.070805,,,,
186,1683,"Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 07:43,00:38:00,0.63333333300,Morning Shift,32.932382,13.067275,,,,
187,1683,"2.39 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 13:35,00:34:00,0.56666666700,Morning Shift,32.928290,13.070917,,,,
188,1683,--,07/04/2022,07/04/2022 15:59,00:16:00,0.26666666700,Afternoon Shift,32.977787,13.165563,,,,
189,1683,"2.34 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 23:19,00:50:00,0.83333333300,Night Shift,32.929650,13.070683,,,,
190,0,"2.53 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 00:38,00:17:00,0.28333333300,Night Shift,32.933098,13.072750,,,,
191,0,"7.25 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 01:26,00:18:00,0.30000000000,Night Shift,32.913498,13.112228,,,,
192,0,"7.3 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 02:22,00:55:00,0.91666666700,Night Shift,32.913845,13.112728,,,,
193,0,"7.4 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 03:05,00:19:00,0.31666666700,Night Shift,32.914672,13.113965,,,,
194,0,"7.6 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 04:05,00:17:00,0.28333333300,Night Shift,32.916095,13.116148,,,,
195,0,"2.34 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 06:33,00:17:00,0.28333333300,Morning Shift,32.929523,13.070712,,,,
196,0,"7.1 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 08:27,00:25:00,0.41666666700,Morning Shift,33.075633,13.190775,,,,
197,0,--,07/04/2022,07/04/2022 12:18,00:35:00,0.58333333300,Morning Shift,32.977653,13.164825,,,,
198,0,--,07/04/2022,07/04/2022 12:38,00:19:00,0.31666666700,Morning Shift,32.977663,13.164965,,,,
199,0,"2.88 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 14:37,00:18:00,0.30000000000,Afternoon Shift,32.929965,13.075698,,,,
200,0,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 16:00,00:48:00,0.80000000000,Afternoon Shift,32.929253,13.070842,,,,
201,0,--,07/04/2022,07/04/2022 17:32,00:49:00,0.81666666700,Afternoon Shift,33.020145,13.148297,,,,
202,0,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 23:22,01:17:00,1.28333333300,Night Shift,32.928355,13.070623,,,,
203,1691,--,07/04/2022,07/04/2022 01:39,00:50:00,0.83333333300,Night Shift,33.080567,13.137670,,,,
204,1691,--,07/04/2022,07/04/2022 03:15,00:32:00,0.53333333300,Night Shift,33.080620,13.137757,,,,
205,1691,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 07:47,00:18:00,0.30000000000,Morning Shift,32.929328,13.070855,,,,
206,1691,--,07/04/2022,07/04/2022 12:25,00:47:00,0.78333333300,Morning Shift,33.020393,13.148495,,,,
207,1691,"2.38 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 14:18,00:27:00,0.45000000000,Morning Shift,32.928247,13.070812,,,,
208,1691,"7.52 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 15:19,00:16:00,0.26666666700,Afternoon Shift,32.915548,13.115307,,,,
209,1691,"7.53 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 15:53,00:33:00,0.55000000000,Afternoon Shift,32.915508,13.115332,,,,
210,1691,"2.54 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 18:34,00:38:00,0.63333333300,Afternoon Shift,32.928737,13.072417,,,,
211,1691,"9.39 km from Jabal Umm Jidyan, Sudan (SW)",07/04/2022,07/04/2022 19:57,00:48:00,0.80000000000,Afternoon Shift,33.058608,13.175898,,,,
212,1692,"7.25 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 02:44,00:54:00,0.90000000000,Night Shift,32.913498,13.112168,,,,
213,1692,"7.33 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 03:35,00:48:00,0.80000000000,Night Shift,32.914045,13.113085,,,,
214,1692,"7.39 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 04:59,01:22:00,1.36666666700,Night Shift,32.914480,13.113797,,,,
215,1692,"7.53 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 06:34,00:42:00,0.70000000000,Night Shift,32.915200,13.115247,,,,
216,1692,--,07/04/2022,07/04/2022 10:41,00:23:00,0.38333333300,Morning Shift,33.027827,13.136192,,,,
217,1692,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 12:48,00:20:00,0.33333333300,Morning Shift,32.929132,13.070835,,,,
218,1692,"2.37 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 13:24,00:30:00,0.50000000000,Morning Shift,32.928287,13.070692,,,,
219,1692,--,07/04/2022,07/04/2022 14:58,00:16:00,0.26666666700,Afternoon Shift,33.020310,13.148440,,,,
220,1692,--,07/04/2022,07/04/2022 17:35,01:05:00,1.08333333300,Afternoon Shift,33.018888,13.146888,,,,
221,1692,"2.37 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 21:32,00:32:00,0.53333333300,Afternoon Shift,32.930112,13.071023,,,,
222,1692,"2.45 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 23:03,00:32:00,0.53333333300,Night Shift,32.929158,13.071610,,,,
223,1692,"2.36 km from Sufayyah, Sudan (NW)",07/04/2022,--,00:34:00,0.56666666700,Night Shift,32.928317,13.070612,,,,
224,1696,"2.33 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 03:58,01:01:00,1.01666666700,Night Shift,32.929792,13.070672,,,,
225,1696,"2.44 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 04:32,00:17:00,0.28333333300,Night Shift,32.928395,13.071425,,,,
226,1696,"2.37 km from Sufayyah, Sudan (NW)",07/04/2022,07/04/2022 06:21,00:55:00,0.91666666700,Night Shift,32.929242,13.070903,,,,
