Field ID,Object,Idling Location,Idling Date,Idling_End,Idle Duration (in minutes),Idle Duration (in hours),Driving Shift,X,Y,,,,
32,1692,"2.36 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 01:03,01:03:00,1.05000000000,Night Shift,32.928393,13.070672,,,,
33,1692,--,05/04/2022,05/04/2022 03:04,01:13:00,1.21666666700,Night Shift,32.966665,13.135347,,,,
34,1692,"2.38 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 05:21,00:16:00,0.26666666700,Night Shift,32.928227,13.070792,,,,
35,1692,"2.37 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 08:02,01:24:00,1.40000000000,Morning Shift,32.929297,13.070892,,,,
36,1692,"2.43 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 13:28,00:52:00,0.86666666700,Morning Shift,32.929770,13.071547,,,,
37,1692,"2.38 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 15:03,01:01:00,1.01666666700,Afternoon Shift,32.928252,13.070788,,,,
38,1692,"2.36 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 15:56,00:40:00,0.66666666700,Afternoon Shift,32.929245,13.070842,,,,
39,1692,--,05/04/2022,05/04/2022 18:10,00:27:00,0.45000000000,Afternoon Shift,33.010153,13.139825,,,,
40,1692,--,05/04/2022,05/04/2022 19:03,00:27:00,0.45000000000,Afternoon Shift,33.010170,13.140367,,,,
41,1696,--,05/04/2022,05/04/2022 03:17,01:08:00,1.13333333300,Night Shift,33.010265,13.141815,,,,
42,1696,"2.36 km from Sufayyah, Sudan (NW)",05/04/2022,05/04/2022 05:42,00:28:00,0.46666666700,Night Shift,32.929280,13.070850,,,,
43,1696,--,05/04/2022,05/04/2022 06:41,00:28:00,0.46666666700,Morning Shift,32.966592,13.134898,,,,
44,1696,--,05/04/2022,05/04/2022 07:37,00:52:00,0.86666666700,Morning Shift,32.967073,13.136475,,,,
